,tweet_id
185,575597388372439040
186,575597381699268608
187,575597355476516864
188,575597325264932864
189,575597293337862144
190,575597239998926848
191,575597238522626048
192,575597228405956608
193,575597194616549376
194,575597189642088448
195,575597159904509952
196,575597153868865536
197,575597128812101632
198,575597128552091648
199,575597125913866240
200,575597117051293696
201,575597074374258688
202,575597049409724416
203,575597023971274753
204,575597023069478912
205,575597012772507649
206,575597012176916480
207,575596994829418496
208,575596979788492801
209,575596954748506112
210,575596947534274560
211,575596945130938368
212,575596925791002624
213,575596920296468482
214,575596919084347393
215,575596910506983424
216,575596903074656256
217,575596874180112384
218,575596851346284544
219,575596826306306049
220,575596808954499073
221,575596807222378496
222,575596799848792064
223,575596791594270721
224,575596761323937792
225,575596751224078336
226,575596743284236289
227,575596723789168640
228,575596721885048832
229,575596717225066497
230,575596673918873602
231,575596650808221696
232,575596645385007104
233,575596633049595905
234,575596624006791168
235,575596606713548800
236,575596599788752897
237,575596599516119041
238,575596580981485568
239,575596562966958082
240,575596561318588416
241,575596540783284224
242,575596538862292992
243,575596519522332672
244,575596510114533376
245,575596508797513728
246,575596503932104704
247,575596490111852544
248,575596482805420032
249,575596477247979521
250,575596470818095105
251,575596451809525760
252,575596441982275584
253,575596436252852224
254,575596424101896192
255,575596419928625153
256,575596414291460097
257,575596411498201088
258,575596408155168768
259,575596399460397056
260,575596374076469248
261,575596371610226688
262,575596361418076161
263,575596341469970433
264,575596340685635584
265,575596328387915776
266,575596328182382592
267,575596323921002496
268,575596309358362625
269,575596287602524160
270,575596272935002112
271,575596272884674561
272,575596271211151361
273,575596259911716865
274,575596249346408448
275,575596222599327744
276,575596217507311616
277,575596194736570370
278,575596155599368192
279,575596149916180480
280,575596094828105728
281,575596082371002368
282,575596078143164416
283,575596058408960002
284,575596056613793792
285,575596053363171328
286,575596025143894017
287,575596023864631296
288,575596022459539456
289,575596017912934400
290,575595961252098048
291,575595922459004929
292,575595917694365696
293,575595916905721856
294,575595909662179328
295,575595899541282816
296,575595896215220224
297,575595885838491648
298,575595885331017729
299,575595883208708096
300,575595879060533248
301,575595861557702656
302,575595861415100416
303,575595850581196800
304,575595805228163075
305,575595803382792192
306,575595782532808706
307,575595732293419009
308,575595732259856384
309,575595730280153088
310,575595713641349120
311,575595710772482048
312,575595704912998401
313,575595682163097600
314,575595681693462529
315,575595680246276097
316,575595676400222208
317,575595653415313408
318,575595652064931840
319,575595652006068224
320,575595651930718208
321,575595633735655424
322,575595633538629633
323,575595632242503680
324,575595628668944384
325,575595620854988800
326,575595619206721536
327,575595607978455041
328,575595603448696832
329,575595594346975232
330,575595587980038144
331,575595581659181056
332,575595577540378625
333,575595564764549120
334,575595564240269312
335,575595563694972928
336,575595558968016896
337,575595558502580224
338,575595547072974848
339,575595535026888704
340,575595530639839232
341,575595516035125248
342,575595507214520320
343,575595482963038208
344,575595481667010561
345,575595479876038656
346,575595460993286145
347,576368207931392000
348,576366888327909377
349,576356475775270912
350,576351958983794688
351,576261852872634368
352,576243114458816514
353,576162634229137409
354,576160421339496448
355,576153481280557056
356,576152370226200576
357,576024504725557248
358,576005143616860161
359,576004674416857088
360,576003027942969344
361,575995622806855680
362,575993314039623681
363,575993053468438528
364,575990107422859264
365,575989216015863808
366,575988932317351938
367,575986113048764417
368,575985643454636032
369,575984855470608385
370,575984186495889409
371,575980625435303936
372,575980335751569408
373,575977903105540096
374,575974463445020673
375,575974315008602112
376,575973320253804544
377,575973107489345536
378,575973012865863680
379,575972992808701952
380,575972812743143425
381,575972771915792384
382,575972676516257793
383,575972653736955904
384,575972526133637120
385,575972414636630016
386,575972394487037952
387,575971386381987840
388,575971368606498816
389,575971319956705280
390,575971033561194496
391,575970519331155968
392,575968268374188032
393,575967618407903232
394,575967136511733760
395,575966839076966400
396,575966364726251520
397,575966302302408704
398,575965906980884480
399,575965903692550144
400,575965746464849920
401,575965546753101827
402,575965313516212225
403,575965007764058112
404,575964849391288320
405,575964753580924928
406,575963858713460736
407,575963279274602496
408,575963029130457089
409,575963028014768128
410,575962835924221952
411,575962369576148992
412,575962180870262785
413,575961942352752640
414,575961744075411456
415,575961558376845312
416,575960968397594624
417,575960742807089152
418,575960610359250944
419,575960585310969856
420,575960246620794880
421,575960243617792000
422,575960204468039680
423,575960055616565248
424,575959925051920384
425,575959816239124480
426,575959761960730624
427,575959448427986945
428,575959104826515456
429,575959091786313729
430,575959059406286848
431,575958701011390464
432,575958684909580288
433,575958600310337536
434,575958589728116737
435,575958408374923264
436,575958357829234689
437,575958224597164032
438,575958222709772288
439,575958158318833665
440,575958141386412033
441,575958050952982528
442,575958007151906818
443,575957958749605888
444,575957941326467073
445,575957931885121537
446,575957920166211584
447,575957912469647360
448,575957909298782210
449,575957907193274368
450,575957766617051136
451,575957741329457153
452,575957680994459648
453,575957673302073344
454,575957672769388544
455,575957660484374528
456,575957610052071424
457,575957545921052672
458,575957533572997121
459,575957507975294976
460,575957444930609153
461,575957436651048961
462,575957434503602177
463,575957412747853824
464,575957361849815040
465,575957337573195776
466,575957278542581760
467,575957239112032256
468,575957226470432768
469,575957215195963392
470,575957161878093824
471,575957151572566016
472,575957125144403968
473,575957096405008384
474,575956760210493440
475,575956033559928833
476,575954831312953345
477,575954813780762626
478,575954714040233984
479,575954602081783808
480,575954545907355648
481,575954545672466432
482,575954406274949120
483,575954385529761792
484,575954250930364416
485,575954211189325824
486,575954199164297216
487,575954050732019712
488,575953987574362112
489,575953628399337473
490,575952374558130176
491,575952143456210944
492,575952072027185153
493,575952061868560384
494,575951741780283392
495,575951527057072128
496,575951408479899648
497,575951228368089088
498,575950466376323072
499,575950346415017984
500,575950340828209153
501,575949567373373440
502,575949313760567296
503,575949036504547328
504,575948244418633728
505,575948108531527680
506,575947951207424000
507,575947892172574720
508,575947744222797825
509,575947707807744002
510,575947475455885314
511,575947439229681664
512,575947218462507008
513,560159989642588161
514,560181343926353920
515,560191214344224768
516,560293687738265601
517,560299163200815104
518,560302766875480064
519,560313899099373568
520,560443767325753346
521,560481970338430977
522,560506268893585408
523,560509487115943937
524,560509571421442049
525,560556981506019328
526,560572503853371392
527,560583821817430016
528,560593786473312257
529,560652455734939650
530,560802146992791553
531,560805153113391104
532,560806980018012160
533,560811113068376064
534,560828359559905280
535,560835603370348544
536,560841269208170496
537,560847759482556416
538,560856229917261825
539,560948966448443392
540,560951993947394048
541,561005248907866112
542,561005336384266240
543,561147028752064513
544,561532517896171520
545,561555438668644352
546,561580524347854848
547,561608108385243136
548,561695991301431298
549,561769269151936512
550,561907324118630401
551,561910436690690048
552,561927697170182144
553,561931298525442048
554,562024083798646784
555,562305764459831298
556,562307702853238784
557,562312335151611904
558,562318403449683970
559,562326341622956032
560,562342158112653312
561,562342319937310720
562,562349627215986688
563,562349860943572992
564,562350093140238338
565,562352842460393472
566,562369394157039616
567,562430137451683840
568,562430305492299777
569,562432586002485249
570,562434124313792512
571,562445059753525248
572,562467072073289729
573,562474692863614976
574,562648687483293696
575,562664611565285379
576,562668872911044608
577,562678175852167172
578,562767195466661888
579,562772798343753728
580,562773181023657985
581,562774055796113408
582,562780644569530368
583,562785878649872384
584,562809029882556416
585,562810349104402432
586,562818699988860929
587,562821560466407424
588,562826756416364544
589,562827090811445248
590,562831975674040322
591,562834394143281153
592,562834962341433344
593,562835643404144640
594,562839679423488000
595,562846471993966592
596,562853510426148865
597,562859463003365376
598,562860227318796288
599,562860793767944193
600,562881096275476480
601,562891291101757440
602,563022891638587392
603,563034427044134912
604,563050567757750272
605,563055037992431617
606,563062970847334401
607,563081180707573762
608,563096318667939841
609,563122893794852866
610,563123953301200899
611,563155311436242944
612,563156778750574593
613,563159796845907968
614,563171704827301889
615,563302445464682496
616,563302778341425152
617,563304874038018048
618,563306241473413120
619,563306785302642688
620,563306925216268288
621,563307738403704833
622,563308221600137216
623,563308597476859905
624,563308869867556864
625,563312743722541056
626,563313083922513920
627,563313417508093952
628,563319570862469120
629,563320019141267456
630,563340056220696577
631,563344334012289025
632,563348777197903872
633,563363714401705986
634,563376343338188800
635,563376524372742146
636,563379142671233024
637,563427280232665089
638,563440959472812032
639,563442450900209665
640,563446724459782146
641,563447271078256640
642,563452724344549378
643,563453639042543616
644,563457086538153987
645,563504036981141505
646,563510149675892736
647,563544441940893696
648,563545362112479234
649,563547956230778880
650,563549116551421952
651,563552478084747264
652,563552896550465536
653,563554951742652416
654,563555440379068417
655,563558130626605056
656,563559567939100672
657,563564937994579968
658,563567039433162752
659,563567281348026368
660,563568235023720448
661,563569869212626945
662,563569952599592960
663,563570506394505217
664,563571279199236096
665,563571480928481280
666,563571795820027904
667,563572453168123905
668,563572552141131777
669,563575116161122304
670,563578907484381185
671,563578999885299712
672,563582863531335680
673,563587039032246272
674,563588373064208385
675,563590764777992193
676,563590998841126913
677,563591268815888384
678,563592695667757056
679,563594625353805824
680,563594992900657153
681,563595379275755520
682,563596192647749632
683,563597833455296513
684,563599545805049856
685,563599899716239362
686,563600989534834688
687,563601400115265536
688,563603586031304704
689,563603837031022592
690,563604337700896769
691,563605562211172352
692,563606398735749120
693,563607439283863552
694,563610208032006144
695,563610875572285440
696,563615156991963137
697,563718528810119168
698,563726728674439168
699,563732199254794240
700,563734375582277633
701,563738667273842688
702,563743444711907328
703,563752115739176960
704,563773630283145217
705,563780038361755648
706,563780884994617344
707,563781767388090368
708,563787800663691265
709,563795919666044928
710,563798975350726657
711,563812697490219008
712,563814263903371264
713,563816587522629633
714,563821097645113344
715,563827229822828544
716,563830259792228355
717,563831508507820032
718,563832401181556737
719,563832718891687936
720,563832860826927105
721,563835921628688384
722,563836022413594625
723,563836649856315392
724,563838207226572800
725,563838531265896448
726,563838911630569472
727,563854494338138112
728,563856852103225346
729,563857493747838976
730,563859660030373888
731,563860463889690624
732,563860678801645568
733,563860729699528704
734,563861299680247809
735,563864063642697729
736,563868055001124864
737,563871716066091008
738,563874374696968192
739,563878778410385408
740,563881133474349056
741,563900540925796352
742,563903732916969472
743,563904669416964096
744,563905276496334849
745,563905623348506624
746,563905844686102528
747,565502656488419328
748,565504073282363392
749,565506048849879041
750,565511543853711360
751,565513943251439618
752,565518968048611328
753,565522657635237888
754,565598976268070912
755,565601632017481728
756,565601757104201728
757,565609604743430145
758,565614972995391490
759,565641831174926340
760,565646010001915905
761,565646165715476482
762,565646715064438785
763,565665227472400385
764,565669260631228417
765,565717648018014210
766,565871271871664128
767,565889156493377536
768,565898228328325121
769,565900500273750019
770,565907156810354688
771,565907888468918273
772,565921643357548546
773,565922803669798912
774,565923059425894402
775,565933730246963201
776,565947979463663616
777,565948953167134720
778,565973411470802944
779,565974921789321216
780,565977826726514688
781,565979018965827584
782,565984048762605569
783,565984194304946176
784,565984658337574913
785,565985140930011137
786,565997342453952513
787,565999306868793344
788,566219692822384641
789,566252388529762304
790,566254793048735744
791,566342261920002049
792,566382674353590272
793,566383161874350080
794,566390342711517184
795,566392972078772224
796,566393259375984641
797,566402150084141056
798,566419550561132544
799,566422876463828993
800,566431112130748416
801,566439295133974528
802,566440562602311680
803,566444054083534848
804,566463842520014848
805,566467934315220994
806,566476314807242752
807,566600109631500288
808,566607310639087616
809,566621553283301376
810,566639117765984256
811,566639374704844800
812,566653687032840192
813,566657542504599553
814,566661774083375106
815,566662339303571457
816,566681557092814849
817,566681961700540416
818,566683709118881792
819,566712051280912384
820,566717938162741249
821,566725356636602368
822,566729463711682560
823,566789328601235456
824,566790725279285249
825,566800915798429697
826,566812527548698624
827,566814794993659906
828,566956262571528192
829,566957606191656960
830,566960682428428288
831,566973242397974529
832,566976411328847872
833,566977690876801024
834,566979937148891136
835,566980228317462528
836,566980429094608896
837,566981842260463616
838,566982304695066624
839,566982568978173953
840,566984662825041920
841,566984979595661312
842,566989876693045248
843,567012343490433024
844,567020043997679616
845,567021239558885377
846,567023361419538432
847,567024301207867393
848,567027161979031552
849,567089770258776065
850,567102265157517314
851,567111646414667776
852,567111914690719744
853,567112094458589184
854,567116105484079104
855,567116396518449153
856,567119066784354304
857,567124070727417856
858,567138070592761856
859,567146536984141824
860,567147633442304002
861,567148844107182081
862,567150506154680322
863,567157783465037824
864,567167540078845954
865,567177422903463937
866,567178485442289664
867,567294785682432000
868,567295434155372546
869,567300331655401473
870,567322536942514176
871,567344465669394432
872,567348076449251330
873,563395573995556864
874,567352928105549824
875,567370583365533696
876,567395682462756864
877,567406420887609344
878,567438925556232192
879,567439779776565249
880,567488328329474048
881,567512874088550401
882,567515549454696449
883,567516151232483328
884,567683760377049088
885,567760734277607425
886,567761347866542081
887,567808215275274240
888,567813510953971712
889,567820433988313088
890,567777586022187008
891,567858500648472576
892,567880290800107520
893,567889688247271424
894,567890705475063808
895,567893100066136065
896,567893216651010048
897,567893725181059074
898,567894312110915584
899,567894487902584832
900,567895586713796608
901,567898155255201792
902,567909969783169024
903,568058584413687808
904,568071726808100864
905,568077312526311424
906,568234474359656448
907,568401125080215552
908,568402921521590272
909,568404222942838784
910,568406801965850624
911,568407923493380096
912,568413236577603584
913,568466372889600001
914,568490109848432641
915,568509844526747649
916,568543518966325248
917,568544959441334272
918,568545738906574849
919,568549193054355456
920,568554621523894272
921,568556048996540416
922,568563132433629184
923,568565440181628928
924,568596738749161473
925,568599635822055425
926,568599926843842560
927,568625170308567040
928,568757575799300096
929,568764876086059008
930,568766661005676544
931,568777508310495233
932,568777949001809920
933,568779811801313281
934,568805794432622592
935,568814112462893057
936,568819568535142400
937,568824290168012801
938,568825736552849409
939,568827516720295936
940,568864544300396544
941,568966637929570304
942,568971733606260736
943,569008534463123456
944,569154735976001536
945,569156360455069696
946,569243299707555840
947,569250955331543042
948,569253125074362368
949,569256413945573376
950,569256496686456832
951,569261529754935296
952,569263929643433985
953,569270647223943168
954,569277645898309632
955,569278980584542208
956,569295613268865024
957,569316681887182848
958,569319181595889665
959,569349745828888577
960,569357057721151488
961,569357473813032960
962,569358084939890688
963,569358377874296832
964,569359364412313600
965,569365632338288640
966,569387677000331265
967,569392025465954304
968,569395893776060416
969,569401835183849472
970,569402113551409153
971,569402290542653441
972,569402987459833856
973,569406155354738688
974,569406729462681600
975,569407321543217153
976,569416840306417664
977,569517602017574912
978,569519293219667968
979,569529319795654656
980,569535779170598912
981,569536244641865729
982,569542746484158464
983,569552260427968512
984,569554168609837057
985,569556470158594049
986,569558314700263424
987,569564933928591360
988,569567693625405441
989,569567773916942336
990,569568013722058752
991,569570858974388224
992,569577269980585986
993,569578078445248512
994,569578289389371392
995,569584925864648706
996,569614715359518720
997,569617468114796545
998,569623227816939521
999,569668134539362305
1000,569671996268777473
1001,569682453016776704
1002,569691335457964032
1003,569694857717014528
1004,569695415257444353
1005,569704810318061569
1006,569717690757193728
1007,569720771863564288
1008,569841838682714112
1009,569848471227895808
1010,569858945713643521
1011,569859372203028480
1012,569860421605322752
1013,569860500420501504
1014,569860512319717376
1015,569862286703235072
1016,569865881515393024
1017,569880492436103169
1018,569893126883684352
1019,569893533387235328
1020,569900307574079489
1021,569900744935116801
1022,569902797484916736
1023,569906877875798016
1024,569907086550831104
1025,569925379789611008
1026,569940018535518209
1027,569941072287293440
1028,569972827824238593
1029,569974321545940992
1030,569999708246167553
1031,570027318652968960
1032,570044175174868992
1033,570195137994731520
1034,570201881953177600
1035,570202296576905216
1036,570204447718010880
1037,570206807475429376
1038,570207292538294272
1039,570207980420882432
1040,570209000463081473
1041,570214823767760897
1042,570215439244124160
1043,570215816693547009
1044,570215950181658624
1045,570218697459159040
1046,570225418499969026
1047,570228932198449152
1048,570231099336613888
1049,570232796511387649
1050,570234095508307969
1051,570236419026886657
1052,570236815841607680
1053,570242412808933376
1054,570245637607985152
1055,570250829850124288
1056,570251901461237760
1057,570269741744586752
1058,570270052949336066
1059,570272547494887427
1060,570277447394054144
1061,570279209408602112
1062,570283338537295873
1063,570284042886758400
1064,570290612378972161
1065,570328849721921540
1066,570330459281825792
1067,570348073580253184
1068,570348218501836800
1069,570363079663362049
1070,570364251568623616
1071,570365870800662528
1072,570370489383657473
1073,570388297500921856
1074,570390104193114112
1075,570390526995750912
1076,570398012893208576
1077,570398056903897088
1078,570410291881603072
1079,570411689788592128
1080,570595855444660224
1081,570598027355918339
1082,570609737663844352
1083,570610617725251584
1084,570613662181797888
1085,570626981097803776
1086,570629981950377984
1087,570630155061882880
1088,570648283485495296
1089,570666574006358016
1090,570686960341295105
1091,570687803438309377
1092,570697014461079552
1093,570701458368110592
1094,570707591807913984
1095,570740898147016706
1096,570746570196574209
1097,570753596226215936
1098,570755345573912577
1099,570756924305768448
1100,570761997438083072
1101,570770223420170240
1102,570780522009337856
1103,570918326240567297
1104,570939642100338688
1105,570967398095962112
1106,570979028859035648
1107,571003824653135872
1108,571004239553662976
1109,571004874147684352
1110,571004884666986496
1111,571007594455801856
1112,571012898404868097
1113,571013216580591616
1114,571016919622529024
1115,571017984547917825
1116,571022296846114817
1117,571022970140778496
1118,571023608732127232
1119,571033505276121088
1120,571061502586695680
1121,571094619531976704
1122,571131698613764098
1123,571270834284838912
1124,571272938571374592
1125,571274827773976576
1126,571275177746665472
1127,571275673429512192
1128,571276203543425024
1129,571276357503721472
1130,571276583379607552
1131,571285642795212801
1132,571286310272548865
1133,571292685832724480
1134,571302896136003584
1135,571305463788257280
1136,571354100576722944
1137,571366022038618113
1138,571366302205517824
1139,571366961172631552
1140,571370337096622080
1141,571396272864698369
1142,571442258681192448
1143,571461934387765249
1144,571473099817820160
1145,571499576152231936
1146,571504864179699712
1147,571665536955879424
1148,571728085176852480
1149,571737860073603072
1150,571776873060958208
1151,571785683255181313
1152,571787343687917568
1153,571788160847368192
1154,571845428557312000
1155,571897828253048833
1156,572010494107598849
1157,572020834451116032
1158,572057907229011968
1159,572059829726007297
1160,572249928463851521
1161,572145335302164480
1162,572204238639636481
1163,572364571891134464
1164,572369548919353344
1165,572374251711430658
1166,572433042729353216
1167,572513779700908032
1168,572514325371494400
1169,572514821029175296
1170,572518733010345985
1171,572519118592737280
1172,572519882740408320
1173,572520201448775680
1174,572523107048689666
1175,572530408392425473
1176,572611563980374016
1177,572863931082924033
1178,572876230808100864
1179,572913212158562304
1180,574558159404138496
1181,574574921734483968
1182,574582032015077376
1183,574598483065311235
1184,574702665008988160
1185,574898484479815681
1186,574902750485467136
1187,574902871524667395
1188,575325552241958912
1189,575333119613534208
1190,575392724679069697
1191,575647986341928962
1192,575656066446311424
1193,575657826158149633
1194,575658083969470464
1195,575671613586194432
1196,575682770086817792
1197,575779120874827776
1198,575805041665245184
1199,575990551171997696
1200,576032433067405312
1201,576032789742665728
1202,576205458471530496
1203,576223568477995008
1204,576356654503075840
1205,576363932983668737
1206,576399192844820480
1207,576399772183109632
1208,576405018603085824
1209,576411367202287617
1210,576447126718140416
1211,576467854683451392
1212,576472787893788673
1213,576477153484759040
1214,576491523203862529
1215,576503356543381504
1216,576685571269091328
1217,576688228557783040
1218,576689359648337921
1219,576698098388455424
1220,576711837636542464
1221,576732953474125825
1222,576740108843499520
1223,381988216292655104
1224,381989237072990208
1225,381989256404533251
1226,381989513691529216
1227,382350557957984256
1228,382350622411874305
1229,382518137582661632
1230,382518148617863168
1231,382518158470311936
1232,382518676865294336
1233,382606225520615424
1234,383627629766508545
1235,383627770506399744
1236,383627997950910464
1237,383698416171118593
1238,383698818698457089
1239,383699280130617345
1240,383730558863290368
1241,383730982513168384
1242,383731135668162560
1243,384042596680474624
1244,384042724522872832
1245,384042812473233408
1246,384042907067363328
1247,384043097996283905
1248,384043149124845568
1249,384043241659588608
1250,384439219432603649
1251,384439403315077120
1252,384439557267021824
1253,384716487937626114
1254,385439886875975680
1255,385440245648334849
1256,385440354779947008
1257,385440480130908160
1258,385440585462472704
1259,385951118313783297
1260,385951172789415936
1261,386297683360485378
1262,386297832723857408
1263,386297900524781569
1264,387255402691166208
1265,387255604999245824
1266,387255632023142401
1267,387255672816947201
1268,387255742610157568
1269,387255793210257409
1270,387255913167327232
1271,387256000572440576
1272,387256047703846912
1273,387256084374638592
1274,387256194965852160
1275,387256287018225664
1276,387966950740987904
1277,387967027802943488
1278,387967092277796864
1279,387967465843470336
1280,387967497569185792
1281,388687402807480320
1282,388687673310707712
1283,388687711344660481
1284,388687867943206912
1285,388687959324495872
1286,388688157585072129
1287,388688365836443650
1288,388688463534358528
1289,388759624083443712
1290,388759928191459329
1291,388760098945769472
1292,388760285885902848
1293,389082346080575488
1294,390255415465750528
1295,390255464522346497
1296,390255627974365184
1297,390255798145658880
1298,390255841338601472
1299,390255917867859968
1300,390256070762852352
1301,390256100517220352
1302,390256164203532288
1303,390959087208263680
1304,390959138970140672
1305,390959173564784640
1306,390959260420423680
1307,390959354922299392
1308,391665985398128640
1309,391666021628534784
1310,391666068554399744
1311,391666289577455616
1312,391666555362082816
1313,391983179038330880
1314,391983378297139200
1315,392322078906413056
1316,392322287203921920
1317,393477914546552832
1318,393477949275373568
1319,393477966341996544
1320,393899668507086848
1321,393899824308703232
1322,393899865786167297
1323,393900062733905920
1324,393900483292561409
1325,394158518061645824
1326,394158588999905281
1327,394158718972993537
1328,394158771145957376
1329,394158812900233216
1330,394158823469903872
1331,394158831074148353
1332,395009994506002432
1333,395010046045605888
1334,395010156632633344
1335,395010596669628416
1336,395010752488017920
1337,395010782229831680
1338,395010858415177728
1339,395010958898118656
1340,395011348762865665
1341,395011545718980608
1342,395289949404008448
1343,395290061798785025
1344,395290163724574720
1345,395290785249103872
1346,395290809752645632
1347,395584155100012544
1348,395584226189250561
1349,395584547145777152
1350,395993247731822593
1351,396087050585141248
1352,396087100279234560
1353,396087466953691136
1354,396087806457438208
1355,396087845183451136
1356,396088251326283777
1357,396088524962664448
1358,396088599193481216
1359,396088649743233024
1360,396088690104999936
1361,396088726524157952
1362,396088759583653888
1363,396088816248696832
1364,396088923832610817
1365,396281140392124416
1366,396281466205663233
1367,396281586770903040
1368,396281634032332800
1369,396281810025328640
1370,396282035406266368
1371,396715461548580864
1372,396715716251897856
1373,396715751941226497
1374,396715789308293120
1375,396715996280397824
1376,396716085916876800
1377,397575676892426240
1378,397575725806387202
1379,397575759084023808
1380,397575827816062976
1381,397575992685776896
1382,397576145572347904
1383,397576310827909120
1384,397576347226103810
1385,397750394316546048
1386,397751160628457473
1387,397751417227603968
1388,397751970884091904
1389,398112490543796224
1390,398112706722422784
1391,398112736699088896
1392,398112830445993985
1393,398239790232899585
1394,398239800987090945
1395,398240074921308160
1396,398648903530057730
1397,398648960014761984
1398,398649251015573505
1399,398649355055288321
1400,398649408994037760
1401,398651307306659840
1402,399352569924841473
1403,399352674828550144
1404,399353304997560320
1405,399353569280655360
1406,399353666081009666
1407,399354426499944448
1408,400656619417006080
1409,400656750082150400
1410,400656794147508224
1411,400656837193629696
1412,400656887915360256
1413,400656938930675712
1414,400656992408055808
1415,400657095617310720
1416,400657418780033024
1417,400657477005361152
1418,400715447051366400
1419,400715537606402049
1420,401010180545994752
1421,401010444971679745
1422,401077229821521921
1423,401077862016380928
1424,401745025941258240
1425,402166370474795008
1426,402274871230480384
1427,402275322239799297
1428,402275391701647361
1429,402275423448338432
1430,402275514099855361
1431,402275585147150336
1432,402275735882051584
1433,402276179735879680
1434,402276246593093632
1435,402276334367277056
1436,405464396932997121
1437,405464470442369027
1438,405464540692762625
1439,405464637254017024
1440,405464683630436353
1441,407173779068952577
1442,407173798119493632
1443,407174097508917248
1444,407174558932672512
1445,407992689225773057
1446,407992802606211073
1447,407992874416865280
1448,407993227040415744
1449,407993460096897024
1450,407993575712894976
1451,407993800494047232
1452,407993922497945600
1453,407993981063020544
1454,410204717529038848
1455,410204774735179776
1456,410204801163460608
1457,410204938262695936
1458,410205112112381952
1459,410205178546376704
1460,410574591354892288
1461,410574723026661376
1462,410574843688415232
1463,410575630002946048
1464,410576223379533825
1465,410576547293048834
1466,410576848997740544
1467,410577155051900928
1468,410577292671217664
1469,410577414234714112
1470,410577588759699456
1471,410577874626682881
1472,410828983731617792
1473,410829189776826368
1474,412646376346898432
1475,412646551148716032
1476,412646750327824384
1477,412646825275842560
1478,412646845274259456
1479,412646984084750336
1480,412885967410720768
1481,414241855128498176
1482,414241877584777216
1483,414241926486163456
1484,414241969846898688
1485,414241978126069760
1486,414467871293460480
1487,414468033596227585
1488,414468083659452416
1489,414468222427996160
1490,414468390938349568
1491,414468550112198656
1492,414468693737750528
1493,414468905755635713
1494,414469495030161409
1495,414469654107525120
1496,414469743911763968
1497,414469837209882625
